id,hover_description
16741874,Visit Georgetown Hosp/Univ from my Suite w/Parking
16753438,Private Bathroom in Master room/Metro 12 min walk!
16757351,"Lovely Capitol Hill, Eastern Market Oasis"
16764417,Capitol Hill Home 5 Mins Walk to Metro & FREE Park
16772479,"Petworth Quiet, Cozy Room for Intern/temp worker"
16789250,Nice small cozy room 15 mins from the shaw metro
16795499,DC PRIME+ Walk to Monuments + Parking
16798447,Nice cozy room right next to Howard University
16808703,"Spacious, Stylish, Cozy, Fun Home! Parking, Metro"
16811770,Luxury private room/balcony/bath near downtown DC
16815528,5 Star Luxury Home Near White House &Georgetown!
16820068,"Washington DC, The King Room"
16821423,Spacious English Basement near Atlas District
16828326,Paradise for the City Lovers
16829087,Private Suite w/Bath + Free Parking
16830342,Private stylish basement apartment near downtown
16882568,Capitol Hill's perfect location!  Bright & clean!
16885819,District King
16910466,"Gorgeous Designed 2-bedroom in DC, with parking!"
16959752,Capitol Hill Rowhouse Amazing location 2 of 3 BDR
16973661,"Quiet, Modern, and Fully Equipped 3BR & 3BA in DC"
17000226,New modern apartment by Friendship Heights Metro
17004838,Capitol Hill Row house private room.
17007485,Monthly RowHouse Walk2Metro Columbia Heights NW DC
17025961,Washington Thomas Circle Condominium
17044362,Georgetown Modern Chic 1 Bedroom
17078088,Comfy & convenient 2br apartment w/ parking by zoo
17089486,"Chic, Modern, Spacious 3BR Retreat to Enjoy D.C."
17107031,Beautiful Room with Full Bath in a Stylish Home
17116424,Charming 3bdrm nestled near Fort Duport Park.
17131099,301 【Cozy Private Room in CoHi DC Sleeps 4!】
17141233,"Beautiful, Sunny Studio in Vibrant Adams Morgan"
17172606,201AC Cozy Shared Room in CoHi DC! (Male Only)
17172878,301B Cozy Shared Room in CoHi DC! (Female Only)
17210375,Charming H St Oasis Close to Capitol and Museums
17229275,Luxury PVT Room and Bath in Shaw Condo!
17231793,"Beautiful 1 Bed Apt. in N. Cap Hill, w/Priv Entry"
17234433,"WONDERFUL  APARTMENT IN GEORGETOWN, DC W/ PARKING"
17240994,Capitol View Room
17248804,203【Private Room - Queen bed in CoHi DC!】
17303429,Entire Georgetown Garden Apartment
17387565,Cozy English Basement Guesthouse w/ Private Entry
17419427,201D Cozy Shared Room in CoHi DC! (Male Only)
17558492,Beautiful Nats Park/Capitol Hill Oasis
17566027,6 bedroom house in Northwest DC
17588084,301AC Cozy Shared Room in CoHi DC! (Female Only)
17593445,Comfy quiet townhouse in the heart of Georgetown
17619774,301D Cozy Shared Room in CoHi DC! (Female Only)
17620157,302【Private Room - Queen bed in CoHi DC!】
17638871,Clean & Central Shaw Rowhouse - Blue Room
17640610,Clean & Central Shaw Rowhouse - Red Room
17655720,"Historic Dupont, Exposed Brick Apartment with Yard"
17657537,Cozy & Spacious 2 Bedroom Anacostia Flat
17662150,Historic Rowhouse Charm in Columbia Heights
17695736,201B Cozy Shared Room in CoHi DC! (Male Only)
17700270,Spacious Apartment in Adams Morgan
17733797,"Spacious, modern, beautiful, 1BR - Adams Morgan"
17784595,"Charming Georgetown 3-room suite, full of light!"
17787277,Capitol Hill Delight ~ Sleeps 4!
17795487,Bright and Beautiful Basement In-law Suite
17802334,Clean & Central Shaw Rowhouse - Green Room
17803183,Cozy Room/Ideal for Business or Pleasure Stay
17840858,Historic Capitol Hill  rowhouse apartment
17845244,Morgan St.
17846412,Bedroom with private deck on Capitol Hill
17928566,Private room #105 few minutes to Metro in D.C
17943771,Private room #102 few minutes to Metro in D.C
17944042,DC Top-rated Airbnb 1BR BSMT -12min. walk to Metro
17944480,Private room #103 few minutes to Metro in D.C
17944757,Private room #104 few minutes to Metro in D.C
17950707,Beautiful and Cosy Apartment in Bloomingdale
17956698,"Laid-Back Lite Lux in LeDroit Park, The Danikil!"
17964221,DuPont Lux Private Suite Bed/Bath RoofDeck
17964535,Heart DuPont Huge Private Suite Bed/Bath/RoofDeck
17979497,New Private Space in Columbia Heights/Shaw/U-St.
18025636,In-town Private Room with Private Bath
18033145,102【Private Room-Double Twin Bed in CoHi DC!】
18033653,Cozy Nook in the Center of DC(SHAW)
18042619,"Comfortable, conveniently located place"
18076615,The Merhaba Suite: Redesigned & Fully Private
18085124,Studio 76
18093802,$149 Special - Walk to Metrorail - Parking
18096306,"Very Clean, Spacious 1 BR Apt in NOMA/Union Market"
18105893,Colorful DC Hideaway - Free St. Parking
18123048,Room F - Spacious King Sized Bedroom
18172755,The Historic DC Firehouse 4 - First Floor 1B
18189814,Family- and dog-friendly digs on the Hill!
18254306,Cozy Private Duplex Suite in DC
18254897,1 Bed/1 Bath - Pet Friendly - 14th/U St NW
18265537,single room in house
18273515,"CONVENTION CENTER/SHAW, DowntownDC,PRIVATE 1BR APT"
18281120,Cozy guest house w/ roof deck
18288362,Historic DuPont Circle Inn ~ Victorian Room
18313133,Elegant 1-BR Dupont Apt/Anna Maria Residences 301
18313435,Modern DuPont 1 Bdrm Apt/Anna Maria Residences 302
18346849,"Season’s decor, palm reading 4 2024, walk to metro"
18347212,"Lovely room in safe neighborhood, walk to metro."
18395089,One Bedroom Suite w/ Living Space & Laundry
18408563,Capitol Hill East Home
18464067,Sleek and modern 1BR Apt. in Historic DC
18471909,Prime Capitol Hill location. Great apartment.
18490163,Private room #101 few minutes to Metro in D.C
18516830,NYC & DC visit in one! (short-term available also)
18535547,"Sunny 4b house, great location (16th St. Heights)!"
18547083,0彡【 Best DC City Center Living II 】彡0
18566562,"Heart of Adams Morgan: WalkScore98+40""TV+FAST WiFi"
18598439,Historic DuPont Circle Inn ~ Cuban Room
18636769,Private Suite in Congress Heights Home near metro!
18689667,"Stylish DC Apt - Convenient, Clean and Private"
18691537,101AE Cozy Shared Room in CoHi DC! (Female Only)
18715548,"Ground-level suite, private entrance in brownstone"
18746031,"Private Room, Bath, & Balcony, 5 blocks to Capitol"
18778039,Frugal Buddha Behind The Blue Door
18791414,Walk to museums and restaurants. Free Parking.
18793592,LoganCircle- IDEAL location for worker or tourist!
18794709,"4 BR house ,0.5 mile to metro"
18823279,"Private room & Bath in historic ""A.J. Cooper home"""
18826674,"Hip & Elegant Apartment  - ""Supreme"" Location"
18833579,"Free Private Parking, Walk to Metro"
18853536,Capitol Hill Apt across from Metro
18868200,"Zen ""Master"" Room-1 Bedroom, Private Bath"
18872794,Stylish room in Apt. of historic Anna Cooper home
18877636,Private room #201 few minutes to metro in D.C
18895758,Ideal room  in apt. of A.Cooper home
18896504,Open style shared 3 walls and divider for 2
18913122,Colorful 1BR Basement Apartment By Zoo - Sleeps 5
18914687,Charming Ground Level Cap Hill 2 bdrm(up to 6 ppl)
18946919,Spacious Grand 3 Bedroom near Trendy U St.
18949151,Historic DuPont Circle Inn ~ Canopy Room
19011416,Gorgeous Two Bedroom Apartment in the Heart of the City.
19025023,Beautiful-Relaxing-Comfort in Downtown DC
19038305,THE  INN ON CAPITOL HILL
19056913,Sleek Basement Apartment Near Capitol Hill
19070844,Historic Cap Hill 2 Bedrm Loft-Style Apartment
19074623,Modern 2BR DC home in Columbia Heights
19082321,Urban & Charming Bedroom (#2)
19085033,Gorgeous Master Bedroom Suite (#3)
19095872,Capital Hill/3BRMCondo/1Block Metro/9
19142630,Historic Dupont Circle Inn ~ Lola's Room
19178372,Modern and Convienient Condo
19181932,Musical H Street/Trinidad Basement Apt w/ parking
19205234,"Rock Creek Park, the Zoo and Cleveland  Park!"
19207688,CONVENTION CENTER/SHAW DowntownDC PRIVATE BED/BATH
19347077,Spacious Bloomingdale 1BR; garage parking included
19381762,Private luxury in Columbia Heights DC is open
19388218,Lovely 2 BDRM pvt parking and no cleaning fee!
19388832,"City Chic, A Walkable Capitol Hill Retreat"
19404156,Beautiful Brookland charming studio with laundry
19405358,Capitol Hill/Eastern Market 2 bedroom apartment
19429471,Private Basement in 16th St. Heights. Charming
19434002,"Peaceful apartment 17 min to Nat'l Mall, IMF, WB, KenCen"
19479297,NEW Large Luxe Condo Rooftop Pool Prime Location
19500901,H St Corridor Chic 1 bed apartment private parking
19503298,Spectacular 1 BDR/1 BA Apt. Walk to Capitol!
19503995,Affordable Charm Cap. Hill 1 Bedrm (King Bed)
19508480,Large Private Room near Union Station/Nat. Mall
19552660,"Private, comfy bedroom with private balcony"
19599646,Charming room in Truxton Circle Row House
19625495,No Contact Rowhouse 1BR Apt w/ Private Entrance
19642299,Hill East BnB - Modern Style and Comfort 3BR/3BA
19699547,Stanton Park Place
19724962,Designer apt steps from the Convention Center
19764058,UpTown  Loft
19767116,"Apt in leafy NW DC, off-st parking, close to metro"
19767321,Amazing Historic Townhouse near Convention Center!
19787253,"The Calming Suite: Redesigned, Private + Parking"
19864452,Clean & Central Shaw Rowhouse - Black Room
19872890,Heart of Georgetown charming apartment!
19912376,One private bedroom in two bedroom apartment
19930688,"Large, Airy, Studio. Top DC suburban location."
19932136,Two Bedroom Modern Apt in the Heart of DC
20028213,Walker's Paradise in Capitol Hill Home!
20124890,Private Room near Union Station/National Mall
20126341,Private Room on Capitol Hill/H Street Corridor
20138171,Spacious Apt in Heart of the Capital: U St | Logan
20138796,Modern Charm at a Victorian Capitol Hill Retreat
20166365,"Relaxing, Modern, Central Location on Capitol Hill"
20166874,large basement with sharing living room &kitchen
20213058,MODERN HOME NEAR CAPITOL HILL ✩✩✩✩✩ Walk to METRO subway
20217934,Newly Renovated In-Law Suite  w/ Priv Kitch & Bath
20253006,Luxurious Room Dupont Circle Townhouse Long term
20265888,Charming King Bed Studio Close to Capitol
20294927,Large English Basement w/Amenities & Near Metro
20299513,Rowhome 3BR/2BA; Near National Mall
20302745,Cute single bedroom in the heart of Washington DC.
20358943,Sunny 1 BR apt in Capitol Hill
20403766,Dupont - Scandinavian Cafe & Garden Apartment
20437419,Master Bedroom with Private Bath
20437717,Heart of Georgetown
20438692,The Center of Georgetown
20463668,Your Place in DC
20469824,"Hidden gem: 2 BR guest unit, steps from metro"
20503212,Perfect City Living near the White House
20535352,Perfect DC retreat in beautiful Bloomingdale!
20538744,Sparkling Studio in Adams Morgan/Dupont Circle
20604877,H Street | Extended Capitol Hill | Atlas District
20607002,Spacious 1-BR apartment in vibrant DuPont Circle
20617856,Renovated Apartment close to American University
20769447,Historic Explorations - Capitol Workings
20773444,"Historic Cap Hill Restored, Private Luxury Studio"
20779465,Beautiful GEM
20850080,Designer 2-Bedroom Steps to the DC Streetcar!
20850591,Stunning DC Home w/ Rooftop Pool - Ideal Location!
20850883,Spacious Apartment in Trendy Neighborhood
20947453,Luxury loft in the heart of Logan
20968665,Ideal DC Location! Shaw/U St./Logan Apartment
20969903,U St/Logan/Shaw- <1.5 Block Metro-English Basement
20983563,Charming 3BR Rowhouse in Shaw/Bloomingdale
20995225,AU Park/Spring Valley Private Basement Suite
21012348,Charming Remodeled 1 Bedroom/Historic Cap Hill Row
21043913,Brand New Capitol Hill Housing Free breakfast 2-3
21044104,Capitol Hill #7 Intern & Student Housing B&B
21062208,Great place to visit the capital.5mn walk to metro
21103562,Modern Luxury and Prime Location in Logan Circle!
21106596,Colorful & Modern 1 BR English Basement near H St.
21122879,"Private, quiet mini-house on Capitol Hill!"
21134013,Private Centrally located Eng Bsmt
21160435,★ Free Parking • Cozy Room With Full-Size Bed ★
21181175,16th street heights
21185273,**AMAZING LOCATION W/ SPACIOUS OPEN FLOOR PLAN **
21201876,Monumental Getaway
21282511,Luxurious Room Dupont Mansion Townhouse
21292577,Basement studio apartment close to metro n shops
21305912,Spring in Historic Dupont Circle: walk everywhere!
21308895,Private Room #1   15 mins to White House
21325478,Private bedroom
21326028,"3 Bedroom in Heart of City, w/free private parking"
21368941,"Neighborhood Home near Capitol Hill Park Free, Walk to Metro"
21383659,Private room Capitol Hill's Cozy Bunks (sleep 4) 2
21384208,Newly renovated Capitol Hill Housing(bunks)1-3
21392155,Dupont West 4: Charming 1BR
21414621,Capitol Hill (group upto 12 ppl ) Intern/Student
21414624,Capitol Hill  (Groups) Intern/Student Bunks 2-4
21422900,Stanton Park Place 3F
21436977,Walk to Georgetown - Glover Park Guest Suite
21437643,05. Renovated room near Nats/Wharf/Audi Field
21456367,Elegant English Basement Apartment in Columbia Heights
21473050,"Newly Renovated English Basement , Heart of Noma"
21597502,The Levis: How Suite It Is- H Street/City Lif is m
21717185,Spacious Full English Basement in Takoma D.C.
21729336,"Smart, Comfy Condo Close to Downtown"
21730002,Brilliant Basement near Takoma
21737338,Stylish 3 bed 1.5 bath in Central DC with parking
21753674,Entire DC Apartment near metro in Capitol Hill
21788048,Charming Historic Capitol Hill Row Home w/ Parking
21793152,Modern Home near Union Market - free parking
21821898,Private Basement Studio-Free Onsite Parking
21822257,Awaken the Dawn Bunks&Breakfast (Capitol Hill) 1-1
21885282,Sunfilled Room in Wonderful House
21887183,"Comfy, clean one-bedroom unit in Columbia Heights"
21962401,Sunny Room in Awesome DC Neighborhood!
21994848,Sojourn Bird House at Palisades Place | #2
22012269,Sojourn Plush at Palisades Place | #1
22048871,DC Modern Living
22075568,Furnished Executive Private Room #2
22076921,The Map Maker Suite
22115415,Charming Studio in Historic Capitol Hill Rowhouse
22187642,"Clean, Cozy, and Affordable-2."
22244228,Georgia House
22265966,Sojourn Bird Nest at Palisades Place | #3
22266299,Sojourn Sanctuary at Palisades Place |#4
22300841,Modern 1BR Garden Apt. in Classic DC Row House
22325323,Capitol Hill Private Entrance Comfy Studio
22342950,2018 Built Washington Suite with Private Entrance
22375645,"BohoChic in DC, parking, walk to metro"
22392135,Artsy Studio Downtown Washington DC
22416682,Capitol Hill's coziest spot!
22479866,Merhaba Coliving: Spacious & Serene
22481060,Cozy and Modern 1Br apt with Stunning Water Views
22496638,Private English Basement in Historic Mt. Pleasant
22508080,Center of the City
22513442,Washington DC-Entire Apartment
22516816,"Charming NW DC /Takoma Park,  DC - 2br 2 bathroom"
22530963,"Modern English Basement Apartment, Free Parking"
22535385,Lovely apartment close to everything
22553946,Bloomingdale DC Basement Apartment (sleeps 4!)
22568357,WELL-EQUIPPED STUDIO APT ** WALK TO METRO SUBWAY!
22595540,Charming 1br near Columbia Heights metro
22610265,Panache pour Deux
22617173,Contemporary Urban Jewel - Minutes from the METRO!
22618081,Elegant townhouse in DC; Dupont Circle Kalorama
22633189,Top Floor Loft on the Most Beautiful Street in Washington
22635161,"Luxurious Dupont Circle Townhome, Kitchen LR, Pool"
22671304,"Best location Dupont/14th, Bright room and bath"
22690411,*Centrally Located* Updated 1 Bd Apt Logan Circle
22704423,"Gorgeous, large, modern 1 BR on Hist. Logan Circle"
22705219,Room G  - Double Sized Room (Queen Bed)
22718758,Private Suite - Capitol Hill Victorian - King Bed
22743952,Enchanted Forest 1 Bedroom Suite w/parking.
22773755,Newly renovated 1 bedroom basement apartment
22792088,Cozy Studio in Cleveland Park; Walk to Metro
22798280,Studio: 3-min walktoPETWORTH METRO; 10-min toConvC
22807715,Luxury Apartment steps to The Dupont Circle Metro
22825478,Newly Remodeled Ground Floor Guest Suite
22833646,Experience D.C. from this Gorgeous Designer Home
22849113,08. Nice room in Palisades/Georgetown
22849373,09.Petite room in Palisades/Georgetown
22889193,Comfort Hollow of Georgetown
22916511,Washington Suites #1
23004319,Charming 2BR Townhouse Condo in Heart of DC
23053269,"Elegant living in Shaw Neighborhood, DC."
23076529,Upscale Area +Kalorama +King +Patio +Driveway Opt!
23077094,Solar Powered - Genevieve's Studio Garden Suite
23090614,The Happy House by AU/Tenleytown Metro
23101507,D.G.B.G. Suite in Kingman Park w/ Free Parking!
23101522,Home by American University and Wesley Heights
23139332,Fun and cozy 1.5BRM Kid & Pet Welcome in CoHi
23148309,"Comfortable, cute, cozy basement studio"
23170552,Sunny Self Contained English Basement
23190741,Room in residencial area/Cuarto en ZonaResidencial
23236188,"Cozy, Green, and Hip Studio near Downtown!"
23304101,Historic Shaw/LeDroit Park Gem ~ 1 Bedroom on U St
